0b8aabe0-11ba-11ed-9369-159766dedf5e,Redmi 8A,"32GB, White",125,USD,eda74880-11a6-11ed-ae7d-fde4a71237df,b5e36cc4-45d1-4bb2-9cec-ca7aae8ca286,xiaomiRedmi8Awhite.png
d4da3dd0-3f41-11ed-ad94-311eb01bfc57,iPhone 14,"128GB, Blue",850,USD,9fb6440f-c45c-43b3-afc0-c55350fc7688,b5e36cc4-45d1-4bb2-9cec-ca7aae8ca286,appleIphone14blue.png
a597e4e0-3f42-11ed-ad94-311eb01bfc57,iPhone 12,"128GB, Black",830,USD,9fb6440f-c45c-43b3-afc0-c55350fc7688,b5e36cc4-45d1-4bb2-9cec-ca7aae8ca286,appleIphone12black.png
594bec20-3f43-11ed-b8be-67eab5507d3e,Redmi 10C,"64GB, Blue",150,USD,eda74880-11a6-11ed-ae7d-fde4a71237df,b5e36cc4-45d1-4bb2-9cec-ca7aae8ca286,xiaomiRedmi10Cblue.png
8202c8e0-3f44-11ed-b8be-67eab5507d3e,iPad 9th generation,"256, Grey",460,USD,9fb6440f-c45c-43b3-afc0-c55350fc7688,fedd391c-b8ae-474b-8871-b9d1e165e633,appleIpad9grey.png
12119970-3f45-11ed-b8be-67eab5507d3e,iPad Air 5th generation,"256, Blue",600,USD,9fb6440f-c45c-43b3-afc0-c55350fc7688,fedd391c-b8ae-474b-8871-b9d1e165e633,appleIpadAir5blue.png
dbc83da0-3f45-11ed-a424-7725db5977a8,iPad Pro 3rd generation,"128GB, Silver",800,USD,9fb6440f-c45c-43b3-afc0-c55350fc7688,fedd391c-b8ae-474b-8871-b9d1e165e633,appleIpadPro3silver.png
3ce10080-3f47-11ed-a424-7725db5977a8,iPad Pro 3rd generation,"128GB, Grey",800,USD,9fb6440f-c45c-43b3-afc0-c55350fc7688,fedd391c-b8ae-474b-8871-b9d1e165e633,appleIpadPro3grey.png
b13e6e40-3f47-11ed-8aaf-6909b5b8fd69,iPad Air 5th generation,"256, Purple",600,USD,9fb6440f-c45c-43b3-afc0-c55350fc7688,fedd391c-b8ae-474b-8871-b9d1e165e633,appleIpadAir5purple.png
013b6ba0-3f48-11ed-8aaf-6909b5b8fd69,iPad 9th generation,"256, Silver",460,USD,9fb6440f-c45c-43b3-afc0-c55350fc7688,fedd391c-b8ae-474b-8871-b9d1e165e633,appleIpad9silver.png
a40b44e0-3f57-11ed-bfd9-cd98d6de5a54,MateBook 13,"13"", Core i7, 8GB DDR4 RAM, 512 GB SSD",600,USD,0b9b4850-11a7-11ed-ae7d-fde4a71237df,4041cfe2-d491-409e-86c0-64f214ae852b,huaweiMateBook13grey.png
794c2b21-3f4d-11ed-8aaf-6909b5b8fd69,Pad 4,"32GB, Pink",120,USD,eda74880-11a6-11ed-ae7d-fde4a71237df,fedd391c-b8ae-474b-8871-b9d1e165e633,xiaomiPad4pink.png
794c2b20-3f4d-11ed-8aaf-6909b5b8fd69,Pad 4,"32GB, Black",120,USD,eda74880-11a6-11ed-ae7d-fde4a71237df,fedd391c-b8ae-474b-8871-b9d1e165e633,xiaomiPad4black.png
3ac93fe1-3f4e-11ed-bfd9-cd98d6de5a54,Pad 5,"128GB, Black",400,USD,eda74880-11a6-11ed-ae7d-fde4a71237df,fedd391c-b8ae-474b-8871-b9d1e165e633,xiaomiPad5black.png
32b31e40-11ac-11ed-a1ef-c3a5840079dd,iPhone 12,"128GB, White",830,USD,9fb6440f-c45c-43b3-afc0-c55350fc7688,b5e36cc4-45d1-4bb2-9cec-ca7aae8ca286,appleIphone12white.png
3bcde5f0-11ac-11ed-9369-159766dedf5e,iPhone 13,"32GB, Pink",830,USD,9fb6440f-c45c-43b3-afc0-c55350fc7688,b5e36cc4-45d1-4bb2-9cec-ca7aae8ca286,appleIphone13pink.png
bce90120-11ab-11ed-a1ef-c3a5840079dd,iPhone X,"32GB, Silver",245,USD,9fb6440f-c45c-43b3-afc0-c55350fc7688,b5e36cc4-45d1-4bb2-9cec-ca7aae8ca286,appleIphoneXwhite.png
d76873a0-11ab-11ed-a1ef-c3a5840079dd,iPhone 11,"64GB, Purple",600,USD,9fb6440f-c45c-43b3-afc0-c55350fc7688,b5e36cc4-45d1-4bb2-9cec-ca7aae8ca286,appleIphone11purple.png
4d55e330-3f3e-11ed-ad94-311eb01bfc57,12 Pro,"256GB, Grey",600,USD,eda74880-11a6-11ed-ae7d-fde4a71237df,b5e36cc4-45d1-4bb2-9cec-ca7aae8ca286,xiaomi12proGrey.png
0c6a4c90-11b1-11ed-9369-159766dedf5e,Galaxy A32,"128GB, Black",245,USD,751dffd0-418b-4b48-af4b-0aa4336e2c60,b5e36cc4-45d1-4bb2-9cec-ca7aae8ca286,samsungGalaxyA32black.png
901f88b0-11b2-11ed-9369-159766dedf5e,Galaxy A51,"128GB, Grey",400,USD,751dffd0-418b-4b48-af4b-0aa4336e2c60,b5e36cc4-45d1-4bb2-9cec-ca7aae8ca286,samsungGalaxyA51grey.png
20f9bf90-11b3-11ed-9369-159766dedf5e,Galaxy A52,"128GB, White",425,USD,751dffd0-418b-4b48-af4b-0aa4336e2c60,b5e36cc4-45d1-4bb2-9cec-ca7aae8ca286,samsungGalaxyA52white.png
0bcb5b30-11b6-11ed-9369-159766dedf5e,Galaxy A30S,"64GB, Green",250,USD,751dffd0-418b-4b48-af4b-0aa4336e2c60,b5e36cc4-45d1-4bb2-9cec-ca7aae8ca286,samsungGalaxyA30Sgreen.png
92d9a700-11af-11ed-9369-159766dedf5e,Galaxy A73,"128GB, White",440,USD,751dffd0-418b-4b48-af4b-0aa4336e2c60,b5e36cc4-45d1-4bb2-9cec-ca7aae8ca286,samsungGalaxyA73white.png
0e1aff40-11b0-11ed-9369-159766dedf5e,Galaxy A13,"128GB, Blue",385,USD,751dffd0-418b-4b48-af4b-0aa4336e2c60,b5e36cc4-45d1-4bb2-9cec-ca7aae8ca286,samsungGalaxyA13blue.png
77ea93b0-11b8-11ed-9369-159766dedf5e,Redmi 9C,"128GB, Blue",175,USD,eda74880-11a6-11ed-ae7d-fde4a71237df,b5e36cc4-45d1-4bb2-9cec-ca7aae8ca286,xiaomiRedmi9Cblue.png
4a5e6bb0-11b8-11ed-9369-159766dedf5e,Redmi 9,"32GB, Green",120,USD,eda74880-11a6-11ed-ae7d-fde4a71237df,b5e36cc4-45d1-4bb2-9cec-ca7aae8ca286,xiaomiRedmi9green.png
ac49c0d0-11b9-11ed-9369-159766dedf5e,Redmi Note 9T,"128GB, Purple",220,USD,eda74880-11a6-11ed-ae7d-fde4a71237df,b5e36cc4-45d1-4bb2-9cec-ca7aae8ca286,xiaomiRedmiNote9Tpurple.png
3ac93fe0-3f4e-11ed-bfd9-cd98d6de5a54,Pad 5,"128GB, White",400,USD,eda74880-11a6-11ed-ae7d-fde4a71237df,fedd391c-b8ae-474b-8871-b9d1e165e633,xiaomiPad5white.png
91e69f10-3f4f-11ed-bfd9-cd98d6de5a54,Pad 5,"128GB, Green",400,USD,eda74880-11a6-11ed-ae7d-fde4a71237df,fedd391c-b8ae-474b-8871-b9d1e165e633,xiaomiPad5grern.png
d861b910-3f50-11ed-bfd9-cd98d6de5a54,Pad 5 Pro,"256GB, Black",800,USD,eda74880-11a6-11ed-ae7d-fde4a71237df,fedd391c-b8ae-474b-8871-b9d1e165e633,xiaomiPadPro5black.png
71ba8230-3f52-11ed-bfd9-cd98d6de5a54,MateBook 14,"14"", Core i5, 8GB DDR4 RAM, 512 GB SSD",1050,USD,0b9b4850-11a7-11ed-ae7d-fde4a71237df,4041cfe2-d491-409e-86c0-64f214ae852b,huaweiMateBook14grey.png
71baa940-3f52-11ed-bfd9-cd98d6de5a54,MateBook D14,"14"", Core i5, 8GB DDR4 RAM, 512 GB SSD",810,USD,0b9b4850-11a7-11ed-ae7d-fde4a71237df,4041cfe2-d491-409e-86c0-64f214ae852b,huaweiMateBookD14grey.png
